Sex,Age,Eng1,Math1,Phy1,Chem1,Bio1,Eng2,Math2,Phy2,Chem2,Bio2,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Eng3,Math3,Phy3,Chem3,Bio3
F,18.0,48.0,47.0,45.0,38.0,69.0,50.0,55.0,50.0,52.0,52.0,Good,Mother and Father,Less Than 5000,Masters,Yes,3-3.5,Civil Servant,Yes,49.0,43.0,43.0,51.0,83.0
F,17.0,38.0,51.0,59.0,38.0,69.0,54.0,48.0,50.0,51.0,61.0,Good,Mother Only,5000-10000,High School,Yes,2.5-3,Trading,Yes,61.0,47.0,50.0,52.0,86.0
F,17.0,44.0,42.0,42.0,44.0,62.0,56.0,50.0,50.0,44.0,58.0,Good,Mother and Father,Less Than 5000,No Education,No,2.5-3,Artisan,Yes,33.0,34.0,37.0,57.0,80.0
F,17.0,40.0,46.0,45.0,40.0,50.0,37.0,54.0,52.0,40.0,55.0,Good,Mother Only,5000-10000,High SchoolDropout,Yes,2.5-3,Trading,Yes,47.0,36.0,45.0,53.0,79.0
M,17.0,51.0,56.0,68.0,63.0,87.0,72.0,48.0,47.0,67.0,83.0,Very Good,Mother Only,Less Than 5000,No Education,Yes,2.5-3,Trading,Yes,64.0,39.0,64.0,63.0,86.0
F,16.0,45.0,54.0,42.0,30.0,53.0,51.0,35.0,54.0,31.0,62.0,Very Good,Mother and Father,5000-10000,Diploma,Yes,3.5-4,Civil Servant,Yes,24.0,23.0,39.0,47.0,59.0
F,17.0,38.0,47.0,46.0,40.0,44.0,38.0,40.0,60.0,41.0,45.0,Good,Mother and Father,5000-10000,Diploma,Yes,3.5-4,Civil Servant,Yes,35.0,18.0,47.0,44.0,56.0
F,17.0,47.0,50.0,50.0,33.0,69.0,61.0,54.0,68.0,56.0,61.0,Very Good,Mother and Father,Less Than 5000,High SchoolDropout,Yes,2.5-3,Civil Servant,Yes,62.0,46.0,39.0,53.0,79.0
F,18.0,38.0,38.0,45.0,35.0,38.0,42.0,49.0,58.0,42.0,53.0,Satisfactory,Mother and Father,5000-10000,Degree,Yes,3-3.5,Civil Servant,Yes,40.0,29.0,31.0,45.0,69.0
M,17.0,62.0,72.0,83.0,75.0,83.0,74.0,75.0,70.0,71.0,80.0,Good,Mother Only,Less Than 5000,Degree,Yes,3.5-4,Civil Servant,Yes,60.0,47.0,57.0,52.0,88.0
M,18.0,50.0,42.0,51.0,34.0,57.0,61.0,56.0,48.0,47.0,52.0,Good,Mother Only,Less Than 5000,Masters,Yes,3.5-4,Civil Servant,Yes,55.0,24.0,42.0,42.0,64.0
F,18.0,47.0,54.0,78.0,48.0,69.0,72.0,66.0,65.0,63.0,71.0,Very Good,Mother Only,Less Than 5000,No Education,No,3-3.5,Military,Yes,43.0,38.0,48.0,53.0,75.0
M,18.0,67.0,78.0,81.0,68.0,82.0,72.0,63.0,59.0,54.0,70.0,Good,Father Only,Less Than 5000,No Education,No,3-3.5,Civil Servant,No,79.0,52.0,64.0,73.0,65.0
F,16.0,34.0,42.0,49.0,35.0,66.0,53.0,60.0,67.0,67.0,64.0,Very Good,Mother and Father,5000-10000,High School,Yes,2.5-3,Civil Servant,Yes,49.0,45.0,45.0,57.0,77.0
M,17.0,45.0,38.0,38.0,40.0,50.0,57.0,42.0,53.0,61.0,59.0,Good,Mother and Father,5000-10000,Masters,No,3-3.5,Civil Servant,Yes,68.0,39.0,35.0,52.0,76.0
M,17.0,52.0,66.0,63.0,66.0,75.0,62.0,59.0,71.0,65.0,84.0,Very Good,Mother and Father,Less Than 5000,High SchoolDropout,No,3-3.5,Trading,Yes,52.0,44.0,50.0,63.0,64.0
M,18.0,50.0,61.0,65.0,62.0,80.0,56.0,69.0,76.0,68.0,74.0,Very Good,Mother and Father,Less Than 5000,No Education,No,3-3.5,Trading,Yes,59.0,46.0,52.0,63.0,85.0
F,17.0,44.0,42.0,52.0,47.0,45.0,41.0,62.0,55.0,51.0,40.0,Good,Siblings,Less Than 5000,Degree,Yes,3-3.5,Trading,Yes,25.0,32.0,46.0,47.0,79.0
M,19.0,46.0,53.0,49.0,44.0,56.0,48.0,54.0,60.0,53.0,52.0,Excellent,Mother Only,5000-10000,Diploma,Yes,3-3.5,Artisan,Yes,31.0,28.0,41.0,44.0,66.0
F,17.0,42.0,52.0,47.0,39.0,55.0,44.0,53.0,53.0,50.0,52.0,Excellent,Mother Only,5000-10000,Masters,No,2.5-3,Artisan,Yes,32.0,29.0,38.0,45.0,63.0
M,17.0,42.0,53.0,36.0,32.0,51.0,43.0,54.0,60.0,51.0,54.0,Good,Mother and Father,Less Than 5000,Degree,Yes,2.5-3,Civil Servant,Yes,58.0,41.0,40.0,52.0,70.0
F,18.0,50.0,51.0,50.0,50.0,58.0,50.0,59.0,58.0,52.0,59.0,Good,Mother Only,Less Than 5000,Degree,Yes,3-3.5,Artisan,Yes,31.0,33.0,42.0,46.0,37.0
M,17.0,41.0,57.0,42.0,39.0,66.0,47.0,51.0,51.0,50.0,45.0,Good,Mother Only,Less Than 5000,High School,Yes,2.5-3,Artisan,Yes,52.0,36.0,37.0,48.0,73.0
M,17.0,42.0,43.0,50.0,37.0,42.0,60.0,41.0,67.0,51.0,60.0,Good,Mother Only,Less Than 5000,High School,Yes,3-3.5,Civil Servant,Yes,53.0,43.0,40.0,44.0,71.0
F,17.0,50.0,45.0,50.0,32.0,71.0,52.0,48.0,55.0,43.0,72.0,Good,Mother and Father,Less Than 5000,Diploma,Yes,2-2.5,Civil Servant,Yes,50.0,28.0,40.0,49.0,50.0
F,16.0,50.0,67.0,58.0,56.0,69.0,63.0,69.0,67.0,68.0,76.0,Very Good,Mother Only,Less Than 5000,High School,Yes,2.5-3,Trading,Yes,57.0,52.0,58.0,53.0,57.0
F,17.0,64.0,41.0,62.0,28.0,67.0,67.0,38.0,55.0,47.0,74.0,Excellent,Mother Only,Less Than 5000,Diploma,No,3.5-4,Civil Servant,Yes,59.0,32.0,46.0,55.0,62.0
M,16.0,47.0,43.0,48.0,40.0,53.0,53.0,48.0,58.0,54.0,75.0,Very Good,Mother and Father,Less Than 5000,High SchoolDropout,Yes,2.5-3,Civil Servant,Yes,53.0,38.0,45.0,48.0,80.0
F,16.0,37.0,42.0,43.0,29.0,59.0,38.0,42.0,56.0,51.0,78.0,Good,Mother and Father,5000-10000,Diploma,No,2.5-3,Civil Servant,Yes,51.0,27.0,43.0,43.0,61.0
F,17.0,55.0,46.0,47.0,43.0,58.0,50.0,46.0,59.0,40.0,70.0,Good,Mother Only,Less Than 5000,No Education,Yes,2.5-3,Civil Servant,Yes,36.0,17.0,42.0,46.0,31.0
F,16.0,82.0,50.0,60.0,63.0,68.0,87.0,54.0,70.0,62.0,75.0,Excellent,Mother and Father,5000-10000,High School,Yes,3-3.5,Trading,Yes,73.0,41.0,45.0,57.0,69.0
M,16.0,64.0,71.0,74.0,75.0,80.0,79.0,66.0,85.0,76.0,90.0,Good,Siblings,Less Than 5000,No Education,No,3-3.5,Civil Servant,Yes,67.0,53.0,74.0,68.0,79.0
F,16.0,50.0,60.0,57.0,51.0,60.0,63.0,54.0,73.0,55.0,83.0,Very Good,Mother and Father,Less Than 5000,No Education,No,3-3.5,Civil Servant,Yes,58.0,60.0,51.0,54.0,62.0
M,17.0,57.0,57.0,75.0,71.0,77.0,70.0,74.0,71.0,66.0,84.0,Very Good,Mother and Father,Less Than 5000,High School,Yes,2.5-3,Civil Servant,Yes,66.0,59.0,68.0,73.0,72.0
F,17.0,37.0,45.0,47.0,34.0,53.0,48.0,46.0,63.0,51.0,68.0,Very Good,Mother Only,Less Than 5000,High School,No,2-2.5,Trading,Yes,49.0,36.0,41.0,47.0,45.0
F,17.0,43.0,34.0,49.0,48.0,47.0,42.0,48.0,53.0,34.0,76.0,Good,Mother and Father,Less Than 5000,High School,Yes,3-3.5,Trading,Yes,38.0,34.0,35.0,42.0,52.0
M,18.0,33.0,42.0,44.0,40.0,53.0,42.0,46.0,62.0,39.0,71.0,Very Good,Mother and Father,5000-10000,High School,No,3-3.5,Civil Servant,Yes,25.0,31.0,34.0,44.0,66.0
F,17.0,56.0,52.0,53.0,59.0,70.0,70.0,55.0,70.0,61.0,79.0,Very Good,Mother and Father,5000-10000,Masters,No,3-3.5,Artisan,Yes,57.0,47.0,60.0,46.0,66.0
F,18.0,54.0,42.0,53.0,44.0,64.0,50.0,41.0,39.0,40.0,66.0,Very Good,Mother and Father,5000-10000,High School,No,2.5-3,Trading,Yes,49.0,37.0,34.0,53.0,58.0
F,17.0,69.0,79.0,82.0,69.0,82.0,74.0,86.0,83.0,79.0,91.0,Excellent,Mother and Father,5000-10000,High School,No,3-3.5,Civil Servant,Yes,75.0,69.0,70.0,79.0,87.0
M,18.0,81.0,98.0,94.0,91.0,98.0,98.0,98.0,95.0,96.0,94.0,Excellent,Siblings,Less Than 5000,Degree,No,3.5-4,Trading,Yes,86.0,99.0,94.0,89.0,87.0
F,17.0,55.0,45.0,44.0,48.0,62.0,53.0,59.0,44.0,40.0,52.0,Good,Father Only,Less Than 5000,High School,Yes,3-3.5,Civil Servant,Yes,49.0,32.0,37.0,50.0,63.0
M,17.0,56.0,33.0,62.0,45.0,66.0,37.0,51.0,51.0,43.0,58.0,Excellent,Mother and Father,5000-10000,Diploma,Yes,2.5-3,Military,Yes,31.0,36.0,45.0,49.0,68.0
F,17.0,50.0,45.0,55.0,51.0,57.0,58.0,46.0,57.0,65.0,69.0,Excellent,Mother and Father,Less Than 5000,No Education,Yes,3-3.5,Trading,Yes,44.0,42.0,46.0,57.0,55.0
F,17.0,55.0,37.0,43.0,34.0,60.0,52.0,47.0,45.0,44.0,53.0,Satisfactory,Mother and Father,Less Than 5000,Degree,Yes,2.5-3,Civil Servant,Yes,40.0,46.0,50.0,45.0,43.0
F,16.0,59.0,36.0,53.0,29.0,39.0,38.0,40.0,45.0,41.0,48.0,Good,Mother and Father,Less Than 5000,No Education,No,2.5-3,Trading,Yes,37.0,20.0,40.0,40.0,31.0
F,16.0,58.0,36.0,43.0,31.0,58.0,52.0,53.0,42.0,51.0,53.0,Good,Mother and Father,Less Than 5000,Degree,No,2.5-3,Artisan,Yes,42.0,40.0,45.0,50.0,48.0
F,16.0,69.0,73.0,93.0,72.0,92.0,87.0,83.0,80.0,77.0,90.0,Good,Mother and Father,Less Than 5000,High School,No,3-3.5,Civil Servant,Yes,78.0,58.0,75.0,75.0,75.0
F,17.0,47.0,55.0,67.0,47.0,70.0,50.0,46.0,55.0,60.0,76.0,Good,Mother and Father,Less Than 5000,No Education,No,2.5-3,Artisan,Yes,57.0,37.0,60.0,59.0,62.0
M,17.0,53.0,48.0,45.0,36.0,65.0,39.0,40.0,49.0,60.0,52.0,Excellent,Mother and Father,Less Than 5000,No Education,No,2.5-3,Civil Servant,No,40.0,34.0,39.0,46.0,59.0
F,16.0,49.0,52.0,40.0,28.0,64.0,46.0,43.0,38.0,40.0,65.0,Good,Siblings,Less Than 5000,No Education,Yes,2.5-3,Civil Servant,Yes,41.0,24.0,27.0,44.0,42.0
F,17.0,64.0,53.0,71.0,58.0,80.0,75.0,51.0,65.0,69.0,86.0,Excellent,Father Only,5000-10000,Degree,No,3-3.5,Civil Servant,Yes,69.0,42.0,51.0,58.0,71.0
F,17.0,56.0,47.0,39.0,34.0,65.0,60.0,49.0,44.0,43.0,58.0,Excellent,Mother and Father,5000-10000,Degree,No,2-2.5,Artisan,Yes,48.0,29.0,32.0,42.0,46.0
F,16.0,65.0,60.0,68.0,53.0,72.0,78.0,71.0,66.0,69.0,75.0,Good,Mother and Father,5000-10000,Degree,No,3-3.5,Civil Servant,Yes,71.0,46.0,56.0,57.0,55.0
F,17.0,60.0,59.0,66.0,57.0,83.0,68.0,65.0,68.0,63.0,86.0,Good,Mother and Father,5000-10000,No Education,Yes,2.5-3,Trading,Yes,71.0,42.0,57.0,65.0,78.0
M,17.0,60.0,52.0,74.0,66.0,86.0,62.0,45.0,67.0,70.0,76.0,Very Good,Mother and Father,5000-10000,Degree,Yes,3-3.5,Civil Servant,Yes,48.0,39.0,45.0,52.0,61.0
M,18.0,67.0,86.0,82.0,67.0,91.0,90.0,79.0,71.0,74.0,88.0,Excellent,Mother Only,Less Than 5000,High School,No,3.5-4,Civil Servant,Yes,66.0,57.0,61.0,64.0,74.0
F,17.0,60.0,51.0,68.0,62.0,70.0,68.0,52.0,55.0,58.0,53.0,Good,Mother and Father,5000-10000,Masters,No,3-3.5,Civil Servant,Yes,55.0,43.0,43.0,62.0,62.0
F,17.0,55.0,61.0,51.0,42.0,62.0,48.0,53.0,46.0,50.0,62.0,Good,Mother and Father,Less Than 5000,Degree,Yes,3-3.5,Civil Servant,Yes,34.0,31.0,46.0,57.0,57.0
F,17.0,50.0,52.0,52.0,41.0,70.0,48.0,49.0,52.0,46.0,69.0,Good,Mother and Father,Less Than 5000,No Education,No,2.5-3,Trading,Yes,35.0,37.0,50.0,51.0,48.0
M,18.0,53.0,31.0,47.0,29.0,53.0,56.0,46.0,48.0,41.0,67.0,Good,Mother and Father,Less Than 5000,No Education,Yes,3.5-4,Civil Servant,Yes,35.0,31.0,36.0,48.0,54.0
F,16.0,63.0,63.0,66.0,64.0,78.0,72.0,65.0,69.0,78.0,83.0,Good,Mother and Father,Less Than 5000,Degree,No,2.5-3,Trading,Yes,70.0,48.0,58.0,62.0,61.0
M,17.0,53.0,38.0,48.0,38.0,43.0,35.0,47.0,40.0,45.0,64.0,Good,Mother and Father,Less Than 5000,No Education,Yes,3-3.5,Trading,Yes,25.0,35.0,34.0,41.0,58.0
M,16.0,49.0,47.0,39.0,33.0,40.0,46.0,41.0,42.0,50.0,52.0,Good,Mother and Father,Less Than 5000,Degree,Yes,3-3.5,Artisan,Yes,35.0,37.0,38.0,53.0,66.0
F,17.0,44.0,51.0,43.0,56.0,46.0,50.0,50.0,49.0,62.0,61.0,Very Good,Siblings,Less Than 5000,High SchoolDropout,Yes,2.5-3,Artisan,No,52.0,34.0,44.0,46.0,50.0
